item_code,call_number,coll_type_name,inventory_code,received_date,supplier_name,order_no,location_name,order_date,item_status_name,site,source,invoice,price,price_currency,invoice_date,input_date,last_update,title
4927,070.1 TIM d,Text,4927,2009-12-04,,,000-099,,Available,,,,,IDR,,,,National Geographic  : Detak Bumi
5605,070.4 TIM w,Text,5605,2011-04-29,,,000-099,,Available,,,,,IDR,,,,We Have Come To Worship Him
7746,004 PAN i,Text,7746,2023-03-21,,,000-099,,Available,,,,,IDR,,,,Informatika Untuk SMP/MTs Kelas VII
5573,31,Reference,5573,2011-03-03,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Angkasa Luar
7548,004 RAF s,Text,7548,2022-02-21,,,000-099,,Available,,,,,IDR,,,,Squid 
6956,030 AQI e,Reference,6956,2018-09-25,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Pendidikan & psikologi 
259,003 CAR c,Text,259,1984-08-10,,,000-099,,Available,,,,,IDR,,,,cara Kerja Komputer
,070. TIM r,Serial,,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Majalah readers Digest Indonesia
7462,070.1 TIM i,Serial,7462,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari November 2020
7463,070.1 TIM i,Serial,7463,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Desember 2020
7464,070.1 TIM i,Serial,7464,2021-08-10,,,000-099,,Available,,,,,IDR,,,,majalah Intisari Januari 2021
7465,070.1 TIM i,Serial,7465,2021-08-10,,,000-099,,Available,,,,,IDR,,,,majalah Intisari April 2021
7467,070.1 TIM i,Serial,7467,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Mei 2021
7466,070.1 TIM i,Serial,7466,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Juni 2021
7468,070.1 TIM r,Text,7468,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Rumah Tangga Kesehatan April 2021
7469,070.1 TIM r,Text,7469,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Rumah Tangga Kesehatan Mei 2021
7470,070.1 TIM r,Text,7470,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Rumah Tangga Kesehatan Juni 2021
7471,070.1 TIM r,Text,7471,2021-08-10,,,000-099,,Available,,,,,IDR,,,,Rumah Tangga Kesehatan Juli 2021
7171,070 TIM k,Text,7171,2020-01-28,,,000-099,,Available,,,,,IDR,,,,Kesehatan Menakjubkan!
5704,070.1 CRO p,Text,5704,2011-10-05,,,000-099,,Available,,,,,IDR,,,,National Geographic : Pueblo
5912,070.1 SIM c,Text,5912,2012-10-17,,,000-099,,Available,,,,,IDR,,,,National Geographic :Cuaca Ekstrem
5913,070.1 BUR a,Text,5913,2012-10-17,,,000-099,,Available,,,,,IDR,,,,National Geographic :Air
5914,070.1 SIM o,Text,5914,2012-10-17,,,000-099,,Available,,,,,IDR,,,,National Geographic : Otak
4645,028.5 BUZ m,Text,4645,2009-05-16,,,000-099,,Available,,,,,IDR,,,,Buku Pintar Mind Map Untuk Anak 
5917,070 TIM g,Text,5917,2012-10-17,,,000-099,,Available,,,,,IDR,,,,National Geograpchic : Genetika Dari DNA hingga Domba Dolly
5709,070 TIM g,Text,5709,2012-10-17,,,000-099,,Available,,,,,IDR,,,,National Geograpchic : Arkeologi Menguak Rahasia Masa lampau : Yunani Kuno
7541,070.1 TIM i,Serial,7541,2022-01-03,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Januari 2022
7568,070.1 TIM i,Serial,7568,2022-06-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari  Februari 2022
7567,070.1 TIM i,Serial,7567,2022-06-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Maret 2022
7569,070.1 TIM i,Serial,7569,2022-06-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari April 2022
7570,070.1 TIM i,Serial,7570,2022-06-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Mei 2022
7571,070.1 TIM i,Serial,7571,2022-06-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Juni 2022
7574,070.1 TIM i,Serial,7574,2022-07-25,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Juli 2022
7576,070.1 TIM i,Serial,7576,2022-08-20,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Agustus  2022
7652,070.1 TIM i,Serial,7652,2022-09-08,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari September 2022
7653,070.1 TIM i,Serial,7653,2022-10-01,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Oktober 2022
7685,070.1 TIM i,Serial,7685,2022-11-02,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari November 2022
7720,070.1 TIM i,Serial,7720,2023-02-06,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Februari 2023
7745,070.1 T,Serial,7745,2023-03-13,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Maret 2023
,070.1 TIM i,Serial,,,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari April  2023
7759,070.1 TIM i,Serial,7759,2023-08-10,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Agustus 2023
7796,070.1 TIM i,Serial,7796,2023-10-31,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Oktober 2023
7822,070.1 TIM i,Serial,7822,2023-12-05,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Desember  2023
7874,006.754 PER b,Text,7874,2024-04-17,,,000-099,,Available,,,,,IDR,,,,Buku Pintar Jadi Content Creator 
7873,005.36 TIM d,Text,7873,2024-04-17,,,000-099,,Available,,,,,IDR,,,,255 Tips&Trik Mudah Belajar Microsoft Excel
7883,030 TIM e,Reference,7883,2024-04-18,,,000-099,,Available,,,,,IDR,,,,Ensiklopedi Pencegahan Terorisme
7661,028 SUS s,Text,7661,2022-10-03,,,000-099,,Available,,,,,IDR,,,,Strategi Meraih Nilai A Akreditasi Perpustakaan sekolah
5276,020 SAL m,Text,5276,2010-09-16,,,000-099,,Available,,,,,IDR,,,,Membangun Perpustakaan DiGITAL
7871,,Serial,7871,2024-04-05,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Bulan Februari 2024
7894,70,Serial,7894,2024-04-05,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari APRIL 2024
7897,70,Serial,7897,2024-05-21,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Bulan Mei 2024
,,Serial,,2014-06-01,,,000-099,,Available,,,,,IDR,,,,Majalah Intisari Bulan Juni 2024
7953,028 TIM t,Text,7953,2024-11-08,,,000-099,,Available,,,,,IDR,,,,The Unbound Spirits: SMAK St. Albertus Malang
7916,070 TIM n,Text,7916,2024-08-16,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia Agustus 2024
7932,070 TIM n,Text,7932,2024-09-19,,,000-099,,Available,,,,,IDR,,,,National Geographic September 2024
7950,070 TIM n,Text,7950,2024-10-30,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia Oktober 2024
7952,70,Text,7952,2024-11-08,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia November 2024
7968,70,Text,7968,2024-12-17,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia Desember 2024
7970,70,Text,7970,2025-01-20,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia Januari 2025
7977,70,Text,7977,2025-02-05,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia Februari 2025
7738,030.9 WAS e,Reference,7738,2023-02-28,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Jawa Tengah
7739,030.9 WAS e,Reference,7739,2023-02-28,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Jawa Timur
6016,70,Text,6016,2013-05-24,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia Traveler
7999,70,Text,7999,2025-03-26,,,000-099,,Available,,,,,IDR,,,,national Geographic Indonesia Maret 2025
8000,70,Text,8000,2025-04-15,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia April 2025 Edisi Khusus 20 Tahun 
8007,5.1,Text,8007,2025-04-30,,,000-099,,Available,,,,,IDR,,,,Menguasai Pemrograman Arduino Dan Robotik
8010,5.36,Text,8010,2025-04-30,,,000-099,,Available,,,,,IDR,,,,Coreldraw 2019 untuk Pemula
8009,5.369,Text,8009,2025-04-30,,,000-099,,Available,,,,,IDR,,,,Kolaborasi data Antarprogram Microsoft Office 2021
8008,4.64,Text,8008,2015-04-30,,,000-099,,Available,,,,,IDR,,,,Mudah Membuat Aplikasi Android 
8006,30,Reference,8006,2015-04-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia ilmuwan Fisika Abad 20
8004,30,Reference,8004,2015-04-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Alam Semesta & Luar Angkasa
7329,4,Text,7329,2020-11-06,,,000-099,,Available,,,,,IDR,,,,Learning More Formation & Communication Technology 3
8023,70,Text,8023,2025-06-20,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia Juni 2025
8037,70,Text,8037,2025-07-14,,,000-099,,Available,,,,,IDR,,,,National Geograpich Indonesia Juli 2025
8049,70,Text,8049,2025-08-11,,,000-099,,Available,,,,,IDR,,,,National Geographic Indonesia Agustus 2025
8060,70,Text,8060,2025-09-22,,,000-099,,Available,,,,,IDR,,,,National Geograpich September 2025
8091,6.6,Text,8091,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Buku Pintar (Jadi) Content Creator 
8092,5,Text,8092,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Desain dan Pemograman Drone Cerdas
8094,5,Text,8094,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Koding & Kecerdasan Artifisial untuk kelas SMP 7 SMP/MTs
8095,3,Text,8095,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Koding & Kecerdasan Artifisial untuk kelas SMP 8 SMP/MTs
8096,3,Text,8096,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Kooding & Kecerdasan
8097,31,Reference,8097,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Bali
8098,31,Reference,8098,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Kalimantan Selatan
8099,31,Reference,8099,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Kalimantan Barat 
8100,31,Reference,8100,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia indonesia Provinsi Kalimantan Tengah
8101,31,Reference,8101,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Kalimantan Timur 
8102,31,Reference,8102,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Kalimantan Utara 
8103,31,Reference,8103,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Nusa Tenggara Barat
8104,31,Reference,8104,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Nusa Tenggara Timur
8105,31,Reference,8105,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Indonesia Provinsi Papua
8109,30,Reference,8109,2025-09-30,,,000-099,,Available,,,,,IDR,,,,Ensiklopedia Teknologi Komputer 
6669,153.8 TIM d,Text,6669,2017-05-23,,,100-199,,Available,,,,,IDR,,,,200 Tokoh Inspiratif Penemu & Pengubah Dunia
4496,158.2 COV t,Text,4496,2008-05-08,,,100-199,,Available,,,,,IDR,,,,The 7 habits Of Highly Effective Teens
4555,158.2 COV t,Text,4555,2009-03-02,,,100-199,,Available,,,,,IDR,,,,The 8th Habit
7117,150 ELF t,Text,7117,2019-09-12,,,100-199,,Available,,,,,IDR,,,,Terapi Berpikir Positif
5334,155.2 MIS d,Text,5334,2010-09-27,,,100-199,,Available,,,,,IDR,,,,Dasyatnya Sidik Jari 
4438,155.2 HAR m,Text,4438,2009-01-06,,,100-199,,Available,,,,,IDR,,,,Metode Jitu Meningkatkan Daya Ingat
4562,158.1 KHE k,Text,4562,2009-03-02,,,100-199,,Available,,,,,IDR,,,,Kiat Menjadi Pemenang
5851,154.7 GUN t,Text,5851,2012-07-14,,,100-199,,Available,,,,,IDR,,,,The Secret Of Mindset
5069,153 ARM t,Text,5069,2010-04-06,,,100-199,,Available,,,,,IDR,,,,The Whole - Brain Solution
4686,158.1 GOT m,Text,4686,2008-07-02,,,100-199,,Available,,,,,IDR,,,,Mengembangkan Kecerdasan Emosional Anak
4903,153.1 BUZ,Text,4903,2009-12-04,,,100-199,,Available,,,,,IDR,,,,Buku Pintar Mind Map
6640,128 WIJ i,Text,6640,2017-04-07,,,100-199,,Available,,,,,IDR,,,,Inspirasi Tanpa Menggurui
5671,158.1 BUR m,Text,5671,2011-07-23,,,100-199,,Available,,,,,IDR,,,,Manage Your Time!
4904,121 WCY d,Text,4904,2008-09-03,,,100-199,,Available,,,,,IDR,,,,Disiplin Tanpa Teriakan Atau Pukulan
4528,158.4 SOE t,Text,4528,2008-05-21,,,100-199,,Available,,,,,IDR,,,,Team Building
4876,158.2 GRA r,Text,4876,2009-10-16,,,100-199,,Available,,,,,IDR,,,,Reach For The Stars!
4697,152.4 BRA a,Text,4697,1905-06-30,,,100-199,,Available,,,,,IDR,,,,Anger Management
4498,158.2,Text,4498,2009-02-18,,,100-199,,Available,,,,,IDR,,,,"Krisis Ada Dalam Dirimu, Inilah Cara Melawannya!"
6020,153 SUS p2,Text,6020,2013-05-24,,,100-199,,Available,,,,,IDR,,,,Pemilihan Jiwa 2
5671,158.1,Text,5671,1993-07-23,,,100-199,,Available,,,,,IDR,,,,Manage Your Time!
1620,120 PAN m,Text,1620,1993-04-14,,,100-199,,Available,,,,,IDR,,,,Meningkatkan Ketrampilan Otak Anak
7037,155.25 ZAL a,Text,7037,2019-04-29,,,100-199,,Available,,,,,IDR,,,,Aku Disleksia
6705,155.25 KIN j,Text,6705,2017-05-23,,,100-199,,Available,,,,,IDR,,,,Jadi Penulis NonFiksi? Gampang Kok!!!
6995,155.25 KIN j,Text,6995,2018-11-10,,,100-199,,Available,,,,,IDR,,,,Jadi Penulis NonFiksi? Gampang Kok!!!
2152,170 SUR a,Text,2152,1995-08-23,,,100-199,,Available,,,,,IDR,,,,Ajaran-Ajaran Ki Ageng Suryomentaram III
6845,153 TIM k,Text,6845,2017-07-17,,,100-199,,Available,,,,,IDR,,,,Kreativitas  Itu Dipraktekan
6519,155 SIA a,Text,6519,2010-06-05,,,100-199,,Available,,,,,IDR,,,,All About Teens
3667,152.4 ETT m,Text,3667,2005-05-11,,,100-199,,Available,,,,,IDR,,,,Mengelola Emosi
3288,153.8 WIC s,Text,3288,2002-09-19,,,100-199,,Available,,,,,IDR,,,,Self-Care For Every Day
6864,153 UTO t,Text,6864,2017-08-11,,,100-199,,Available,,,,,IDR,,,,The Lost Secret Of Success
5088,155.5 PEL t,Text,5088,2010-04-15,,,100-199,,Available,,,,,IDR,,,,The Compleat Courtship
6021,153 SUS p3,Text,6021,2013-05-24,,,100-199,,Available,,,,,IDR,,,,Pemulihan Jiwa 3
4882,152.4,Text,4882,2025-11-11,,,100-199,,Available,,,,,IDR,,,,Buka Dulu Topengmu
952,140 LEA m,Text,952,1986-11-22,,,100-199,,Available,,,,,IDR,,,,Manusia Dihadapan Allah 3 Kosmos Manusia Dan Allah
4028,155.5 HIP b,Text,4028,2006-09-09,,,100-199,,Available,,,,,IDR,,,,Bete? No Way!!
5086,155.2 SOE m,Text,5086,2010-04-15,,,100-199,,Available,,,,,IDR,,,,Mengenal Potensi Anak Melalui Tulisan Tangan
3595,155.4 LIG l,Text,3595,2004-10-16,,,100-199,,Available,,,,,IDR,,,,50 cara Efektif Menanamkan Tingkah laku Positif Pada Anak
6477,128 TIM s,Text,6477,2015-11-25,,,100-199,,Available,,,,,IDR,,,,SerBu Susi
5932,158.4 DWI s,Text,5932,2013-02-20,,,100-199,,Available,,,,,IDR,,,,Siap Jadi Pemimpin? 
6627,128 KMA t,Text,6627,2017-02-13,,,100-199,,Available,,,,,IDR,,,,Teknik Membaca Textbook Dan Penterjemah
6648,128 FIT s,Text,6648,2017-04-07,,,100-199,,Available,,,,,IDR,,,,Super memory  Kini Anda Pun Bisa Memilikinya
6693,153.8 SAP i,Text,6693,2017-05-23,,,100-199,,Available,,,,,IDR,,,,Inspiring Stories : 150 Kisah Untuk Menguatkan Hidup Anda
5895,158.2 CUN p,Text,5895,2012-10-17,,,100-199,,Available,,,,,IDR,,,,Pure Wisdom
6849,150,Text,6849,2017-07-17,,,100-199,,Available,,,,,IDR,,,, Be Positive
6558,128 CAR s,Text,6558,2016-09-19,,,100-199,,Available,,,,,IDR,,,,Sukses Berkomunikasi
3857,155.5 KNI j,Text,3857,2006-05-31,,,100-199,,Available,,,,,IDR,,,,Jadi Kamu Sudah Remaja ?
5342,158.4 BIR i,Text,5342,2010-09-29,,,100-199,,Available,,,,,IDR,,,,Instan Leadership
5071,155.2 GRU p,Text,5071,2010-04-06,,,100-199,,Available,,,,,IDR,,,,Panduan Bagi Remaja Gadis Yang Beranjak Dewasa
5072,155.2 GRU p,Text,5072,2010-04-06,,,100-199,,Available,,,,,IDR,,,,Panduan Bagi Remaja Pria Yang Beranjak Dewasa
6023,158.2,Text,6023,2013-05-24,,,100-199,,Available,,,,,IDR,,,,Secret The Power
2563,158.2 TUG s,Text,2563,2004-09-25,,,100-199,,Available,,,,,IDR,,,,101 Pernik Kehidupan
6475,131 NUR r,Text,6475,2015-11-25,,,100-199,,Available,,,,,IDR,,,,Raih Beasiswa Melalui Restu Ibu
6557,128 KEI a,Text,6557,2016-09-19,,,100-199,,Available,,,,,IDR,,,,Ayo Jual Diri
